hour,temperature,label
0,0.02602993446756585,0
1,1.9796554959274997,0
2,10.823507592895186,0
3,11.591153780735315,0
4,9.874590436215112,0
5,13.115773848827484,0
6,22.66598937473055,1
7,14.038762118010226,0
8,23.282584287020228,1
9,20.85791189726211,1
10,22.354166818481065,1
11,31.251919374813824,1
12,29.952498093928178,1
13,29.540316078894513,1
14,31.49312688077036,1
15,22.19709086166203,1
16,24.091717827769784,1
17,15.726589911464472,1
18,16.944998114930655,1
19,11.630951222768685,0
20,10.581975789956314,0
21,11.49987434075601,0
22,1.4304218627547813,0
23,17.895065391222076,1
0,-0.9861042889982119,0
1,-1.8943899396170758,0
2,13.338411203156022,0
3,12.728908351912143,0
4,13.794718902312932,0
5,16.23188260456047,1
6,14.976519362918513,0
7,12.254664222110218,0
8,20.50482734916236,1
9,18.058097542792805,1
10,29.56097243835089,1
11,23.82691397387785,1
12,20.09701681924493,1
13,22.780943212972723,1
14,26.187842763498136,1
15,18.73872049504163,1
16,15.116677626601412,1
17,19.100313719976683,1
18,16.519799426652337,1
19,9.420150496748015,0
20,7.223770166290067,0
21,9.371231812280348,0
22,-2.298760086828328,0
23,-3.0540409091500136,0
0,0.7893346724853835,0
1,4.160058826838233,0
2,8.305191355743641,0
3,16.881069489831837,1
4,15.245957739212116,1
5,11.55217836919423,0
6,14.985902752583867,0
7,11.673014263198352,0
8,19.98892118404566,1
9,20.439115978344645,1
10,25.696565399872924,1
11,19.795872601576747,1
12,28.216079085447035,1
13,33.95569174090615,1
14,23.107693147103245,1
15,24.581338144459124,1
16,24.24086395026668,1
17,15.280867619710191,1
18,16.444554890862506,1
19,12.58736395366556,0
20,10.686056591292994,0
21,3.39087348500173,0
22,6.586807007709272,0
23,8.428731484582014,0
0,13.85686164677025,0
1,11.246366693620558,0
2,19.40884070722495,1
3,3.4748468108062283,0
4,15.38392382032407,1
5,13.661861583404903,0
6,28.288817599306032,1
7,12.888400738894298,0
8,15.111668946915344,1
9,18.62471193920134,1
10,11.066879691985545,0
11,21.654728132806113,1
12,20.595204030677813,1
13,25.711620981747927,1
14,25.860789892507345,1
15,33.47809284716079,1
16,25.8525430291163,1
17,14.276768517050792,0
18,9.759511971909854,0
19,15.513324578013828,1
20,2.228600757876151,0
21,19.06768478326065,1
22,13.56638668648334,0
23,2.675687824481088,0
0,-5.078807174545264,0
1,13.663975982101794,0
2,5.852506890639908,0
3,15.555830059975296,1
4,0.6334340472337974,0
5,9.015559411252156,0
6,15.231462198309098,1
7,18.070074013613656,1
8,17.499607171124538,1
9,26.008167405950466,1
10,17.454531461548818,1
11,24.00498135276292,1
12,25.92177379027139,1
13,27.945891267243173,1
14,28.12994330637773,1
15,15.52321526083826,1
16,10.995314975586265,0
17,25.454251382416263,1
18,17.19388407187755,1
19,8.12089032963547,0
20,19.50691185313514,1
21,8.82297999389168,0
22,13.615529066538574,0
23,5.945852625569971,0
0,17.614487549291923,1
1,16.122786791768544,1
2,5.095961071281174,0
3,14.008357893860659,0
4,14.122255697510885,0
5,20.873598894168886,1
6,9.460459236519373,0
7,21.954499211015843,1
8,26.600546921097525,1
9,11.76863089332679,0
10,16.810702961849735,1
11,12.673865196330077,0
12,23.633558993332652,1
13,29.214511797666454,1
14,32.92439635042056,1
15,22.765636494384125,1
16,30.02169327342775,1
17,9.557581701735861,0
18,5.029705363869073,0
19,12.32852335559508,0
20,12.554392693635847,0
21,7.98276369956997,0
22,-5.814906638083643,0
23,5.056021500032586,0
0,-2.5268170030291195,0
1,9.65877703008955,0
2,8.839335438736704,0
3,2.5896534701703935,0
4,7.216798495979838,0
5,6.356528417641083,0
6,14.92392541636097,0
7,23.619044374032637,1
8,14.385643721986739,0
9,25.39534690497254,1
10,20.778708327609742,1
11,20.202021269316617,1
12,24.657817840272653,1
13,18.74780432837444,1
14,20.638358205761296,1
15,15.183800456332385,1
16,32.088350797498336,1
17,18.099771762855582,1
18,11.10164695204449,0
19,13.995689013380126,0
20,9.626031701855025,0
21,6.903114590935191,0
22,10.324746162416169,0
23,10.185787997393149,0
0,2.1669931143368353,0
1,2.2358322932412373,0
2,5.03943577924575,0
3,-5.532594800278983,0
4,1.2588536268086856,0
5,20.963055153641942,1
6,25.219806281007703,1
7,16.443974213686936,1
8,23.8093417783346,1
9,24.288568739126692,1
10,42.483538888575815,1
11,31.726707731498145,1
12,24.5824944511154,1
13,19.276015619288128,1
14,14.371576116298954,0
15,23.641849627068815,1
16,15.81189552829418,1
17,9.404668193439164,0
18,11.470562694544842,0
19,6.272521527288422,0
20,20.47284981043539,1
21,13.56877072983123,0
22,6.641910114255912,0
23,14.570406570449471,0
0,5.864209845885711,0
1,0.5730365291397354,0
2,15.878490425773558,1
3,11.562392450242479,0
4,4.1765230740412616,0
5,11.669777480473144,0
6,10.146290479691457,0
7,9.69139206523919,0
8,25.95706528518985,1
9,33.92756765468626,1
10,15.668848594929539,1
11,28.437073683034104,1
12,21.496144585269036,1
13,22.136505960302504,1
14,20.505890492411172,1
15,17.287123193786577,1
16,20.69112976766896,1
17,13.002489752558983,0
18,17.022740954679033,1
