x,y
0.0,1.7265974289003685
0.10101010101010101,-1.1652226743946223
0.20202020202020202,0.8636834422909483
0.30303030303030304,0.3188285438956336
0.40404040404040403,0.489616343966594
0.5050505050505051,0.7396598237896319
0.6060606060606061,-0.3372334081881374
0.7070707070707071,0.9209611262484485
0.8080808080808081,0.6052882680980555
0.9090909090909091,3.4235860494555377
1.0101010101010102,1.506357258194109
1.1111111111111112,1.2263455392335187
1.2121212121212122,1.368678329716774
1.3131313131313131,1.2132446225039297
1.4141414141414141,1.0575864851510144
1.5151515151515151,1.5853733041914138
1.6161616161616161,2.248618037882946
1.7171717171717171,1.8762532870404431
1.8181818181818181,2.7498158841965736
1.9191919191919191,2.093360939339046
2.0202020202020203,2.334960636491751
2.121212121212121,3.419935068439843
2.2222222222222223,2.8654297008580802
2.323232323232323,2.278672028921595
2.4242424242424243,2.5841849695417753
2.525252525252525,3.15033123463052
2.6262626262626263,4.152756717113749
2.727272727272727,2.8156558781368464
2.8282828282828283,2.928555545467269
2.929292929292929,3.8343321236574814
3.0303030303030303,2.7025889157334966
3.131313131313131,3.1851293236615628
3.2323232323232323,4.044357399553785
3.3333333333333335,3.9438941771907507
3.4343434343434343,3.7221121197597915
3.5353535353535355,4.19415368922437
3.6363636363636362,2.0162399550970083
3.7373737373737375,4.6143544818801026
3.8383838383838382,3.4226955525893543
3.9393939393939394,3.0578213446978624
4.040404040404041,4.418073582072489
4.141414141414141,4.7896976098205375
4.242424242424242,4.141204184109221
4.343434343434343,3.826598830197102
4.444444444444445,4.639203364019345
4.545454545454545,4.683896067823946
4.646464646464646,5.727780222053174
4.747474747474747,5.395916201962588
4.848484848484849,5.13204077613261
4.94949494949495,5.8245817854157975
5.05050505050505,5.064389815541033
5.151515151515151,4.692104671067955
5.252525252525253,5.7695368920654015
5.353535353535354,5.864508557984784
5.454545454545454,5.442179389585725
5.555555555555555,5.1689522021012
5.656565656565657,5.9226874121259945
5.757575757575758,4.248665688699276
5.858585858585858,6.414237666262393
5.959595959595959,6.3810055311004055
6.0606060606060606,5.09231861404694
6.161616161616162,6.293415134930166
6.262626262626262,5.722830168193143
6.363636363636363,6.937648224547343
6.4646464646464645,5.219205413675914
6.565656565656566,6.042952287677255
6.666666666666667,7.194560325365678
6.767676767676767,7.580953610773832
6.8686868686868685,5.52254902817049
6.96969696969697,6.697486222123774
7.070707070707071,7.330384777324393
7.171717171717171,6.817140823463896
7.2727272727272725,8.343007059450953
7.373737373737374,6.630753161998947
7.474747474747475,7.731455866096604
7.575757575757575,6.915506109915764
7.6767676767676765,8.606805205966968
7.777777777777778,7.774815590002776
7.878787878787879,7.642885618248084
7.979797979797979,6.86398786348188
8.080808080808081,9.169954281061019
8.181818181818182,8.662033357980574
8.282828282828282,8.758503363067952
8.383838383838384,9.104269282943022
8.484848484848484,8.68760333638603
8.585858585858587,8.141055359690984
8.686868686868687,8.132368454955687
8.787878787878787,8.228354861900195
8.88888888888889,9.734991466311358
8.98989898989899,7.991156259627022
9.09090909090909,8.648723453712623
9.191919191919192,8.923514684787206
9.292929292929292,9.374285194759738
9.393939393939394,9.6982195267725
9.494949494949495,8.608288964289917
9.595959595959595,8.391652872834475
9.696969696969697,9.609251960916934
9.797979797979798,10.496897294516762
9.8989898989899,10.296128142583147
10.0,10.040173009404974
